"","egal1","egal2","egal3","egal","indiv1","indiv2","indiv3","indiv","hier1","hier2","hier3","hier","fatal1","fatal2","fatal3","fatal","nep2","nep3","nep6","nepScale","ideology","partisan","happening","risk","sciconsensus","IntAgree","Renew","Nuclear","Tax","EPA","CapTrade","GeoEng"
"410",4,5,6,5,5,6,5,5,6,6,5,6,6,6,6,6,6,6,6,4,7,6,-2,3,0,5,6,6,5,6,5,5
"411",7,7,7,7,1,1,1,1,4,7,7,6,5,6,5,5,7,7,7,6,2,4,4,10,1,7,7,7,7,7,7,7
"412",6,7,4,6,7,7,6,7,7,6,6,6,5,4,5,5,7,1,5,3,6,4,4,10,1,7,7,7,7,7,7,7
"413",6,5,7,6,5,5,7,6,7,6,4,6,7,4,4,5,7,7,7,4,5,4,3,9,0,7,6,6,5,5,6,7
"414",6,5,7,6,4,4,6,5,4,3,5,4,3,2,2,2,7,5,6,6,3,4,3,9,1,7,7,7,7,7,7,7
"415",3,4,3,3,5,5,5,5,6,5,5,5,2,2,2,2,5,6,6,5,4,4,4,8,1,6,7,5,6,6,7,5
"416",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,1,7,4,6,4,2,10,1,7,7,1,7,7,7,7
"417",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,4,4,10,1,7,7,7,7,7,7,7
"418",7,5,7,6,5,4,6,5,4,4,6,5,3,5,6,5,5,3,5,4,5,1,4,8,1,4,5,5,4,4,5,7
"419",1,3,5,3,5,5,2,4,3,1,4,3,5,4,6,5,5,5,6,6,2,2,4,10,1,7,7,3,7,7,5,7
"420",4,5,5,5,4,5,5,5,5,4,5,5,3,3,3,3,7,7,7,6,4,3,4,10,1,7,7,6,7,7,6,7
"421",6,7,7,7,1,2,1,1,1,1,1,1,1,1,1,1,7,5,7,5,1,2,4,10,1,7,7,3,4,7,7,7
"422",4,4,6,5,4,4,4,4,4,4,5,4,3,2,4,3,6,5,7,5,3,2,3,7,1,4,4,4,4,5,4,4
"423",7,7,7,7,1,1,1,1,5,7,7,6,7,7,7,7,7,7,4,5,1,1,0,10,0,7,7,7,7,7,7,7
"424",1,1,3,2,5,3,5,4,4,6,5,5,1,1,1,1,2,3,5,4,7,7,4,7,0,4,4,4,1,3,2,4
"425",7,6,7,7,7,6,6,6,6,7,6,6,5,7,6,6,7,7,7,5,4,6,4,10,1,6,7,6,6,6,7,7
"426",1,2,1,1,7,4,5,5,7,5,5,6,1,1,1,1,4,3,4,4,7,6,4,3,1,1,4,5,1,1,1,4
"427",5,5,6,5,2,1,1,1,5,4,1,3,1,2,1,1,6,5,6,5,6,6,1,5,1,3,7,1,4,3,4,3
"428",3,4,3,3,4,3,5,4,6,3,5,5,3,5,4,4,5,3,5,4,5,6,2,7,0,4,4,4,3,2,6,4
"429",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,2,0,4,4,4,4,4,4,4
"430",5,4,5,5,5,5,3,4,6,5,5,5,3,3,3,3,6,5,6,5,2,7,3,7,1,6,6,3,5,6,5,6
"431",6,5,5,5,5,5,6,5,6,6,6,6,5,5,6,5,6,6,6,4,6,6,3,8,1,3,6,2,4,5,4,2
"432",6,5,7,6,4,7,6,6,6,7,7,7,7,7,2,5,7,4,7,5,4,5,3,8,1,5,7,4,4,7,7,3
"433",7,7,7,7,6,6,7,6,7,6,7,7,7,6,6,6,6,5,5,3,7,7,-4,8,1,7,6,6,6,7,7,5
"434",2,4,1,2,5,3,5,4,5,4,6,5,3,2,1,2,4,5,5,4,5,4,0,6,1,5,3,2,6,5,4,4
"435",7,6,7,7,4,1,6,4,5,4,2,4,5,7,4,5,6,7,7,7,3,4,4,8,1,NA,7,1,7,7,7,7
"436",7,7,7,7,7,4,5,5,3,1,7,4,1,5,1,2,7,1,7,5,2,4,4,5,1,7,7,4,7,7,7,7
"437",3,5,5,4,3,2,3,3,4,4,4,4,2,3,2,2,5,5,6,5,2,4,3,8,1,6,7,6,6,6,5,6
"438",4,4,4,4,5,5,4,5,5,7,5,6,6,7,6,6,4,5,5,4,3,4,0,5,0,4,6,2,4,4,4,6
"439",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,2,7,5,2,4,4,10,1,4,1,4,4,4,4,1
"440",6,5,5,5,3,5,3,4,5,5,4,5,3,6,4,4,5,4,5,4,4,4,4,0,1,6,3,3,4,5,3,5
"441",5,3,3,4,4,4,5,4,6,2,3,4,2,2,6,3,5,5,5,5,3,4,3,8,1,5,3,3,1,5,5,5
"442",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,4,3,8,1,7,7,1,7,7,7,7
"443",4,4,4,4,5,2,2,3,6,4,3,4,4,3,4,4,4,3,4,4,4,4,3,5,1,5,5,5,5,5,5,6
"444",2,6,5,4,1,4,3,3,6,3,1,3,6,2,2,3,7,7,6,7,3,4,3,9,0,5,7,1,6,6,4,5
"445",5,6,4,5,4,4,4,4,5,3,4,4,3,5,5,4,5,5,2,4,4,4,0,5,0,3,4,5,4,4,3,3
"446",1,1,1,1,6,5,1,4,3,2,2,2,1,1,1,1,4,3,3,4,4,4,0,5,1,2,4,4,3,2,4,3
"447",5,6,6,6,5,4,3,4,7,6,5,6,6,6,5,6,6,4,6,5,4,4,4,7,1,7,6,6,6,7,7,6
"448",1,5,1,2,6,6,6,6,6,1,5,4,3,5,2,3,4,5,4,4,6,4,3,2,0,4,4,4,2,1,1,3
"449",1,3,4,3,7,1,6,5,3,3,6,4,2,1,1,1,3,1,5,3,6,4,-2,1,0,5,4,2,2,4,3,4
"450",7,7,7,7,1,1,1,1,1,2,1,1,5,1,7,4,7,7,7,6,1,1,4,10,1,7,7,1,7,7,7,7
"451",7,7,7,7,1,1,4,2,4,1,4,3,4,3,3,3,5,5,7,6,3,1,4,9,1,5,7,5,7,7,4,7
"452",6,5,6,6,5,5,4,5,6,6,6,6,5,5,5,5,5,6,6,4,1,1,4,8,1,5,6,5,6,5,5,6
"453",7,7,7,7,5,7,4,5,2,1,1,1,6,7,7,7,7,7,6,6,1,2,4,10,1,7,7,1,7,7,4,7
"454",7,7,4,6,7,1,7,5,7,7,7,7,7,7,7,7,7,7,7,5,6,1,4,10,1,7,7,1,1,7,7,7
"455",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,7,5,4,2,3,8,0,4,4,4,4,4,4,4
"456",6,6,4,5,6,NA,5,NA,5,6,6,6,5,5,6,5,3,5,4,4,2,1,3,8,1,4,4,3,3,5,4,4
"457",5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,2,2,3,8,1,5,5,5,5,4,5,5
"458",4,3,4,4,4,4,5,4,5,4,4,4,4,3,5,4,7,4,7,4,4,7,4,7,0,6,7,1,5,4,4,4
"459",5,7,6,6,6,6,7,6,7,7,7,7,6,5,7,6,6,5,6,4,7,7,4,8,1,7,7,7,6,6,7,6
"460",2,2,1,2,5,5,4,5,5,4,3,4,1,1,1,1,5,7,7,6,6,5,4,10,1,7,7,7,4,7,7,5
"461",7,6,6,6,6,6,6,6,7,7,6,7,7,6,7,7,6,6,7,4,6,6,2,8,0,6,6,5,6,6,6,6
"462",5,7,5,6,4,4,5,4,5,1,6,4,4,4,1,3,5,5,4,4,6,6,3,6,0,5,4,2,5,5,4,4
"463",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,4,7,7,3,8,1,5,5,6,6,7,6,5
"464",4,3,2,3,3,4,5,4,6,7,6,6,3,3,2,3,NA,2,6,NA,6,6,3,9,1,6,7,1,4,7,NA,4
"465",3,6,4,4,5,4,4,4,6,6,6,6,4,7,5,5,6,5,6,6,4,6,3,8,1,5,7,5,5,5,5,6
"466",5,4,4,4,5,5,5,5,5,6,4,5,4,5,5,5,6,5,5,4,5,6,0,2,0,5,6,5,5,5,4,5
"467",6,6,6,6,5,7,7,6,5,6,6,6,7,5,6,6,7,4,3,NA,2,7,-3,8,1,6,5,6,6,7,5,6
"468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",6,NA,7,NA,3,4,5,4,4,3,3,3,3,3,4,3,6,7,7,7,3,4,4,9,1,7,7,4,6,7,5,7
"470",1,7,7,5,7,2,7,5,1,1,1,1,4,5,1,3,5,4,7,4,1,4,4,7,1,5,7,6,1,1,1,7
"471",6,7,6,6,5,6,5,5,5,7,6,6,5,6,7,6,7,7,6,4,1,1,4,10,1,5,6,4,4,6,5,4
"472",7,5,4,5,6,4,7,6,6,5,5,5,7,4,6,6,6,6,6,4,2,1,4,8,1,6,5,4,6,6,5,4
"473",6,7,7,7,4,6,5,5,6,5,7,6,4,6,6,5,7,6,2,4,2,2,4,8,1,6,6,4,5,6,4,4
"474",4,5,6,5,3,2,2,2,3,1,1,2,1,1,1,1,6,4,7,6,1,1,4,9,1,7,7,7,7,7,4,5
"475",3,6,5,5,2,4,4,3,6,6,2,5,6,3,4,4,7,4,7,6,2,2,4,10,1,6,7,6,6,7,6,6
"476",6,4,6,5,4,4,4,4,4,4,4,4,4,4,5,4,6,6,7,4,3,2,4,8,1,5,4,5,5,7,5,4
"477",6,6,5,6,6,3,7,5,6,1,2,3,3,6,6,5,5,5,5,4,2,1,1,7,0,4,4,5,3,5,5,4
"478",4,6,5,5,4,5,4,4,4,4,6,5,4,3,5,4,4,4,4,4,4,2,2,5,0,4,4,5,3,4,5,4
"479",5,5,6,5,5,5,5,5,4,5,6,5,6,6,5,6,6,5,6,4,4,2,3,9,1,5,6,5,5,6,2,4
"480",1,3,2,2,6,7,6,6,5,5,6,5,4,3,4,4,7,3,7,5,2,3,3,7,1,7,7,5,7,7,6,7
"481",2,5,3,3,6,7,3,5,2,1,1,1,4,5,6,5,5,4,4,4,1,7,4,6,1,4,6,6,5,7,4,3
"482",6,6,7,6,7,7,6,7,6,6,6,6,6,6,5,6,7,7,7,4,6,5,4,8,1,6,6,6,6,6,6,6
"483",6,5,7,6,7,7,6,7,6,6,6,6,5,6,7,6,6,6,6,4,6,7,4,9,0,6,5,6,5,6,7,7
"484",5,6,6,6,6,5,5,5,6,5,6,6,4,6,6,5,5,5,6,4,6,6,4,9,1,6,6,2,6,6,6,6
"485",4,4,3,4,5,6,3,5,4,4,4,4,5,NA,4,NA,4,4,4,4,5,6,3,8,0,3,4,4,3,3,5,4
"486",3,3,5,4,1,3,4,3,5,2,2,3,1,4,4,3,5,7,5,6,4,4,4,8,1,7,7,5,5,7,5,5
"487",2,2,3,2,1,1,3,2,2,1,2,2,1,3,3,2,3,6,6,5,4,4,4,10,1,7,7,2,3,7,3,4
"488",6,6,6,6,4,4,6,5,5,5,5,5,4,6,5,5,5,6,7,6,2,4,3,9,1,6,7,4,7,7,6,6
"489",7,7,4,6,7,6,7,7,7,6,7,7,2,4,4,3,4,2,4,3,6,4,4,5,0,6,6,4,6,6,5,4
"490",1,6,1,3,7,6,7,7,6,6,7,6,5,2,3,3,5,4,4,4,6,4,2,5,1,1,7,6,1,1,1,5
"491",5,4,7,5,5,6,2,4,6,2,7,5,2,2,2,2,6,3,7,5,4,4,3,9,0,7,7,4,7,5,7,7
"492",6,6,6,6,4,3,2,3,4,2,3,3,4,6,4,5,6,5,7,5,4,4,3,10,1,6,7,2,5,7,4,2
"493",5,5,6,5,5,5,6,5,6,3,6,5,3,3,3,3,6,2,5,3,3,4,3,6,0,3,7,3,2,5,3,6
"494",4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,0,5,0,4,4,3,4,4,4,4
"495",4,5,3,4,3,4,4,4,6,3,4,4,5,4,4,4,7,2,7,6,4,4,0,4,0,5,5,6,4,4,5,4
"496",4,3,4,4,4,5,3,4,4,3,3,3,2,4,4,3,3,7,5,5,5,4,2,7,1,4,6,5,2,5,4,7
"497",6,5,6,6,6,6,5,6,5,5,5,5,6,6,6,6,5,6,5,4,7,4,-3,1,0,6,6,7,5,6,5,5
"498",4,4,5,4,1,1,1,1,6,4,3,4,1,6,5,4,7,7,7,6,1,1,4,10,1,7,7,4,7,7,7,7
"499",6,6,2,5,5,6,7,6,4,5,4,4,5,6,4,5,5,6,7,6,2,2,4,7,1,5,5,6,6,6,5,5
"500",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,4,6,3,4,5,0,7,7,7,7,7,7,7
"501",5,5,5,5,5,6,6,6,5,4,4,4,2,3,4,3,6,4,7,6,2,2,4,9,1,7,7,4,7,7,6,4
"502",5,4,4,4,3,4,4,4,5,5,5,5,6,3,5,5,4,3,5,4,5,1,3,8,0,5,6,6,4,4,4,5
"503",5,5,4,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,4,4,2,3,6,0,4,4,4,4,4,4,4
"504",6,NA,4,NA,4,6,5,5,7,6,5,6,6,7,7,7,5,5,7,4,5,6,4,0,1,7,7,1,5,7,5,7
"505",4,4,5,4,5,5,4,5,3,6,4,4,3,4,4,4,6,6,6,5,5,6,2,6,1,5,7,2,4,6,4,6
"506",3,4,2,3,3,4,6,4,6,6,5,6,4,2,6,4,4,4,5,4,6,6,0,5,0,6,6,3,3,6,4,6
"507",5,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,3,4,-4,5,1,5,5,5,5,5,5,5
"508",6,7,7,7,1,2,5,3,5,4,4,4,3,5,5,4,7,7,7,6,4,4,3,7,0,4,7,1,5,7,7,7
"509",2,1,1,1,1,6,1,3,7,2,6,5,2,6,1,3,7,7,7,7,2,4,3,5,1,5,7,5,4,6,4,6
"510",1,1,1,1,7,7,5,6,4,5,5,5,1,1,7,3,5,4,5,4,5,4,2,5,1,4,5,5,4,4,4,4
"511",1,2,1,1,1,5,7,4,7,7,1,5,1,6,7,5,4,3,1,2,6,4,-3,0,0,4,4,7,1,7,7,7
"512",4,4,3,4,4,5,3,4,4,3,2,3,5,5,3,4,7,7,6,4,4,2,4,5,1,3,4,5,4,5,4,3
"513",6,7,7,7,7,6,7,7,1,1,7,3,1,1,1,1,7,5,7,4,2,1,4,9,1,7,7,7,6,7,7,7
"514",5,6,6,6,4,5,5,5,6,4,6,5,4,5,5,5,4,7,6,5,4,3,3,8,1,6,7,6,6,7,5,4
"515",4,6,3,4,7,5,4,5,7,4,3,5,NA,4,4,NA,7,5,7,4,1,1,-4,6,0,2,6,6,3,3,5,4
"516",1,6,2,3,6,5,6,6,5,6,7,6,1,1,2,1,6,6,6,5,4,NA,-2,6,1,5,2,5,4,6,4,3
"517",6,1,5,4,5,3,3,4,6,5,4,5,5,4,3,4,6,5,5,4,1,6,2,4,0,4,5,6,5,6,4,3
"518",3,4,2,3,4,3,3,3,3,6,3,4,4,5,4,4,4,4,5,4,6,6,2,5,0,4,6,3,3,5,2,4
"519",4,2,1,2,4,7,7,6,7,4,4,5,3,2,2,2,4,4,5,4,4,6,3,5,0,4,7,5,2,4,5,7
"520",4,3,2,3,6,4,4,5,5,5,3,4,3,2,6,4,6,5,5,5,4,6,0,6,0,4,7,6,1,4,3,4
"521",1,1,1,1,7,7,7,7,4,7,2,4,1,1,1,1,4,3,5,5,6,7,0,5,0,4,4,4,2,4,2,4
"522",1,4,1,2,7,7,7,7,6,7,7,7,1,1,1,1,1,3,4,2,7,7,-4,0,0,1,6,6,1,1,NA,1
"523",5,5,4,5,5,3,5,4,3,4,4,4,4,4,5,4,5,5,5,4,6,6,0,5,0,4,4,4,5,4,5,5
"524",4,6,5,5,3,3,2,3,6,1,5,4,3,3,3,3,7,6,7,7,1,4,4,10,1,7,7,5,7,7,7,7
"525",3,4,3,3,5,2,4,4,4,3,4,4,5,5,5,5,5,5,4,4,5,4,3,5,1,4,2,4,5,4,5,4
"526",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,1,4,4,3,4,4,4,4
"527",4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,1,4,4,4,4,4,4,4
"528",2,3,2,2,5,5,4,5,3,2,6,4,1,1,2,1,6,5,4,5,6,4,2,7,1,5,6,2,3,4,4,5
"529",7,7,7,7,3,7,2,4,3,2,5,3,6,6,2,5,6,7,7,7,2,2,4,10,1,7,7,3,7,7,7,7
"530",6,6,6,6,6,6,6,6,6,7,5,6,5,6,6,6,7,5,6,4,6,1,4,9,0,6,6,6,5,6,6,5
"531",7,7,7,7,2,1,1,1,7,2,6,5,7,2,1,3,7,7,7,6,5,1,4,10,1,7,7,7,6,7,6,7
"532",5,6,7,6,4,2,5,4,6,3,5,5,5,6,5,5,6,3,6,4,1,1,4,10,1,6,7,2,6,7,5,5
"533",6,4,4,5,4,4,4,4,7,4,5,5,4,4,4,4,7,4,4,4,4,2,2,9,1,5,6,4,5,5,3,7
"534",5,5,5,5,5,6,5,5,6,6,6,6,7,4,7,6,6,3,4,4,2,1,-2,5,0,4,6,6,4,5,5,4
"535",4,4,2,3,2,2,2,2,4,2,4,3,2,2,2,2,6,4,6,5,3,6,4,9,1,6,6,6,6,6,6,6
"536",5,6,5,5,5,2,5,4,7,7,6,7,3,4,7,5,6,6,5,6,5,6,2,5,0,5,5,3,5,5,5,5
"537",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,5,3,3,1,7,7,7,7,7,7,7
"538",1,2,1,1,6,6,7,6,6,5,5,5,1,1,1,1,3,5,5,4,6,6,-3,2,1,3,6,3,3,5,3,6
"539",5,7,7,6,5,5,3,4,4,6,7,6,2,6,2,3,4,5,7,5,6,7,0,6,1,4,7,3,4,3,5,4
"540",7,5,5,6,7,7,5,6,7,6,7,7,6,7,6,6,4,5,5,5,2,4,2,7,1,6,6,2,5,7,6,7
"541",6,7,6,6,2,1,1,1,3,1,1,2,1,5,2,3,6,7,7,6,1,4,3,9,1,6,7,2,3,6,2,6
"542",7,6,6,6,1,1,1,1,1,6,6,4,2,1,2,2,6,2,6,5,2,4,4,7,1,5,7,2,2,6,6,6
"543",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,1,4,4,4,4,4,4,4
"544",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,0,4,4,4,4,4,4,4
"545",6,3,6,5,6,5,6,6,2,5,7,5,6,6,6,6,6,6,5,5,4,4,2,6,0,4,6,4,6,6,4,4
"546",4,5,2,4,4,7,3,5,7,7,7,7,3,5,6,5,6,2,7,5,3,4,4,9,1,6,7,3,7,7,4,3
"547",4,4,4,4,4,4,4,4,5,4,6,5,4,5,5,5,5,5,6,5,4,4,2,8,0,5,6,4,4,4,4,6
"548",5,5,6,5,5,5,5,5,5,4,5,5,5,4,4,4,7,6,7,7,4,1,4,8,1,4,5,5,5,5,4,5
"549",4,5,7,5,1,1,1,1,1,1,1,1,4,3,5,4,6,5,7,6,1,2,4,10,1,7,7,1,7,7,7,7
"550",7,7,7,7,2,3,7,4,4,3,4,4,4,2,3,3,7,7,1,5,1,2,4,10,1,6,7,2,6,7,5,5
"551",6,5,4,5,4,4,4,4,7,2,3,4,2,5,4,4,6,7,6,6,2,1,4,10,0,5,7,2,4,5,7,6
"552",5,6,7,6,4,4,3,4,4,3,2,3,5,5,4,5,7,6,7,6,2,1,4,10,1,7,7,1,7,7,6,3
"553",6,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,7,7,6,6,2,2,4,10,1,7,7,3,6,7,6,7
"554",4,5,5,5,5,5,4,5,4,5,4,4,5,4,5,5,5,5,5,4,4,1,3,7,1,5,6,5,5,6,5,6
"555",5,4,2,4,4,3,4,4,4,4,6,5,3,3,2,3,5,2,6,4,4,2,3,7,0,5,7,1,3,5,4,5
"556",4,5,7,5,4,4,4,4,5,5,5,5,6,4,6,5,3,4,5,3,2,1,3,10,1,3,5,2,3,3,3,4
"557",2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,2,2,1,4,4,4,0,0,0,2,2,2,3,1,1,1
"558",5,5,7,6,5,5,1,4,7,3,7,6,4,1,1,2,4,7,4,5,7,4,0,3,1,4,2,5,3,6,7,2
"559",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,4,4,6,4,6,0,6,7,6,6,6,6,6
"560",7,7,6,7,7,4,6,6,6,5,6,6,6,6,7,6,7,7,7,4,3,7,4,5,1,6,5,3,4,3,4,5
"561",3,3,3,3,3,5,2,3,5,6,6,6,4,5,4,4,3,3,3,3,5,6,2,5,1,3,7,2,3,3,3,4
"562",6,6,4,5,2,3,5,3,6,6,4,5,4,6,4,5,7,4,6,5,4,6,3,5,1,6,6,2,6,6,6,6
"563",1,5,1,2,6,7,3,5,5,1,1,2,1,4,4,3,5,5,1,4,5,6,-2,4,0,1,1,7,1,1,1,2
"564",1,3,1,2,7,6,7,7,7,6,4,6,1,1,6,3,3,1,2,2,6,7,-2,1,0,1,3,5,1,1,1,1
"565",7,4,7,6,5,6,2,4,4,4,5,4,2,4,2,3,7,5,7,6,4,4,4,10,1,7,7,1,7,7,7,6
"566",4,4,4,4,2,3,3,3,3,2,6,4,3,6,2,4,2,3,2,4,4,4,4,6,1,4,5,3,2,3,3,5
"567",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,3,4,2,10,1,6,6,6,6,6,6,6
"568",4,6,6,5,6,6,4,5,3,2,1,2,5,6,6,6,4,3,3,3,4,4,2,4,1,3,5,5,5,4,5,6
"569",6,5,6,6,6,6,6,6,6,5,5,5,5,6,6,6,5,4,5,4,4,4,0,7,0,6,5,6,6,6,5,6
"570",3,1,4,3,3,4,3,3,6,3,4,4,3,3,2,3,5,5,5,4,5,4,2,6,1,3,5,4,1,4,1,4
"571",4,5,5,5,6,3,6,5,5,6,3,5,4,3,5,4,5,6,6,4,5,4,0,8,0,6,4,6,6,5,4,6
"572",2,4,4,3,4,4,3,4,4,4,4,4,2,4,5,4,6,6,7,6,3,1,4,9,1,6,7,1,5,7,5,7
"573",7,7,7,7,1,1,1,1,2,4,4,3,3,2,5,3,7,7,7,7,1,2,4,9,1,7,7,7,7,7,6,7
"574",4,5,3,4,3,5,5,4,6,4,2,4,4,3,2,3,4,7,7,6,4,3,4,10,1,7,7,7,7,7,7,3
"575",6,6,5,6,3,5,4,4,6,3,4,4,3,4,2,3,6,4,5,5,3,1,3,6,1,5,6,5,6,5,6,6
"576",6,7,7,7,4,2,4,3,4,5,3,4,3,4,3,3,4,2,4,3,4,3,-1,3,0,5,7,3,4,6,4,7
"577",4,3,5,4,5,6,4,5,5,4,4,4,2,4,5,4,5,3,5,4,5,5,2,6,0,6,4,4,4,4,4,4
"578",4,4,3,4,5,5,5,5,5,3,4,4,4,4,2,3,3,4,4,3,4,6,2,3,0,4,5,4,2,4,2,5
"579",4,1,1,2,7,2,1,3,7,3,1,4,1,1,1,1,7,2,7,6,6,7,3,8,1,5,7,5,4,5,5,4
"580",3,1,6,3,4,2,4,3,7,2,5,5,1,3,3,2,5,4,6,4,5,6,0,5,0,7,7,7,7,6,6,6
"581",6,4,6,5,3,4,3,3,4,4,5,4,5,5,6,5,6,4,7,6,3,4,4,8,1,6,7,NA,5,6,4,7
"582",1,5,4,3,4,2,6,4,3,2,3,3,5,3,3,4,2,1,5,4,2,4,-2,3,1,5,1,5,5,4,3,2
"583",6,5,6,6,3,3,1,2,4,1,1,2,1,1,1,1,7,7,7,7,1,4,4,10,1,7,7,5,5,7,5,7
"584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,2,4,1,4,4,4,4,4,4,4
"585",6,5,4,5,4,3,5,4,3,1,5,3,2,4,3,3,5,5,5,4,4,4,0,3,0,3,4,5,2,5,1,4
"586",1,5,1,2,4,5,2,4,7,3,4,5,1,3,1,2,1,7,6,4,7,4,2,8,0,7,1,7,4,2,7,4
"587",5,6,5,5,2,5,4,4,5,4,2,4,4,5,2,4,4,4,6,5,2,2,4,9,0,6,7,4,5,6,3,6
"588",4,6,7,6,2,4,1,2,7,7,7,7,6,6,4,5,7,7,7,6,4,2,4,10,1,7,7,2,5,7,7,7
"589",7,7,7,7,4,1,1,2,4,1,5,3,7,1,7,5,7,7,7,6,1,1,4,10,1,7,7,1,7,7,7,7
"590",3,4,4,4,6,5,4,5,5,5,4,5,3,5,5,4,6,7,7,6,4,2,4,8,1,6,6,5,6,6,5,5
"591",6,2,7,5,2,1,3,2,6,2,1,3,1,6,4,4,4,1,6,3,5,3,3,8,0,7,7,3,3,5,7,6
"592",7,6,7,7,2,2,4,3,4,6,4,5,4,4,4,4,7,7,7,6,3,2,3,9,1,7,7,6,7,7,7,7
"593",6,6,6,6,7,7,7,7,7,6,6,6,7,6,7,7,7,6,7,4,4,4,0,10,1,6,6,7,7,7,7,6
"594",4,5,4,4,4,4,4,4,4,2,4,3,4,4,4,4,5,2,7,4,5,3,0,8,0,4,6,5,5,4,4,4
"595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,4,6,2,-4,0,NA,2,4,3,6,6,7,5
"596",4,4,7,5,6,4,4,5,4,4,5,4,1,2,2,2,7,7,7,6,4,5,4,10,0,7,7,1,7,7,1,4
"597",1,4,1,2,6,5,4,5,4,4,4,4,7,7,4,6,6,7,7,7,5,5,4,10,1,5,7,2,5,5,5,7
"598",4,6,5,5,3,5,5,4,6,6,6,6,3,6,2,4,5,6,6,4,2,6,2,8,1,4,5,5,3,3,6,5
"599",2,5,3,3,6,6,2,5,6,7,7,7,2,5,2,3,6,6,6,5,6,6,3,8,1,4,7,2,6,6,6,6
"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,3,4,6,7,3,3,0,6,3,5,5,6,2,4
"601",5,6,5,5,2,2,7,4,3,4,4,4,7,2,2,4,7,6,7,5,7,7,3,5,0,5,7,4,5,6,5,7
"602",6,7,7,7,6,6,7,6,6,7,7,7,6,7,6,6,7,6,6,4,2,6,3,10,0,6,7,6,7,7,7,6
"603",4,6,4,5,4,5,4,4,4,4,5,4,5,5,5,5,6,4,5,4,5,6,-2,3,1,5,7,4,3,5,4,4
"604",7,7,7,7,4,1,7,4,4,7,7,6,4,1,4,3,7,1,5,3,4,6,-4,5,0,7,7,4,7,7,1,7
"605",1,1,1,1,7,7,7,7,NA,7,6,NA,2,1,6,3,6,6,6,6,6,7,0,7,1,6,6,5,4,6,6,5
"606",3,3,4,3,4,5,1,3,4,4,5,4,5,4,5,5,4,3,6,4,5,4,3,7,1,5,6,1,3,5,3,5
"607",4,6,5,5,5,5,5,5,3,2,4,3,4,5,3,4,4,6,5,5,2,4,3,8,1,7,7,5,7,5,7,7
"608",6,4,6,5,2,3,3,3,7,5,5,6,3,1,4,3,4,4,5,4,6,4,2,9,0,4,6,2,3,5,3,5
"609",6,7,5,6,5,6,6,6,7,7,6,7,7,4,7,6,4,5,3,4,4,2,4,10,1,2,7,1,5,6,2,5
"610",4,4,3,4,7,7,NA,NA,4,5,4,4,4,3,5,4,5,7,2,6,3,2,4,8,1,6,7,3,7,7,7,4
"611",5,4,5,5,5,6,4,5,1,1,7,3,4,7,4,5,7,7,7,5,6,2,3,10,1,7,7,1,7,7,4,7
"612",5,5,6,5,5,5,6,5,6,7,5,6,5,5,5,5,6,6,6,4,2,6,2,8,0,6,6,6,5,5,6,6
"613",6,6,5,6,NA,5,5,NA,5,5,4,5,3,3,3,3,3,3,5,4,5,6,3,7,1,5,4,4,6,4,6,6
